stop_id,latitude,longitude
421,33.673771,-112.031064
422,33.254724,-111.939384
423,33.496652,-112.103574
424,33.234535,-111.831433
425,33.529717,-111.79573
426,33.464918,-112.105834
427,33.732623,-111.796806
428,33.410549,-112.237854
429,33.27024,-111.797363
430,33.285795,-112.20835
431,33.656906,-112.250244
432,33.570931,-111.914935
433,33.260674,-112.016838
434,33.250464,-111.755266
435,33.620581,-112.082086
436,33.243658,-112.127709
437,33.693116,-111.999559
438,33.623745,-112.026432
439,33.248809,-112.093343
440,33.250903,-111.883755
441,33.791984,-111.844263
442,33.424562,-111.78821
443,33.422385,-111.716286
444,33.68768,-112.140006
445,33.768349,-111.870344
446,33.791601,-112.063445
447,33.652027,-111.893751
448,33.425756,-112.014411
449,33.2501,-111.703736
450,33.666288,-111.862659
451,33.535043,-111.728505
452,33.454533,-111.799018
453,33.743813,-111.758259
454,33.266718,-111.811348
455,33.495575,-112.024505
456,33.206812,-112.148927
457,33.481196,-112.077808
458,33.233782,-112.287858
459,33.271291,-111.985604
460,33.270516,-111.996965
461,33.589526,-111.98485
462,33.647627,-111.715581
463,33.550021,-111.753128
464,33.777304,-112.202972
465,33.424922,-112.07867
466,33.371427,-112.045626
467,33.721159,-112.08368
468,33.334158,-111.820902
469,33.777934,-111.985577
470,33.207293,-111.95674
471,33.781927,-111.788192
472,33.225896,-111.816443
473,33.734686,-112.220673
474,33.516621,-111.871651
475,33.795779,-112.038738
476,33.244278,-112.123211
477,33.532313,-112.269989
478,33.781582,-112.00765
479,33.513859,-112.086738
480,33.577639,-112.149092
481,33.617449,-111.883197
482,33.472725,-111.838309
483,33.576535,-112.153126
484,33.550589,-112.270332
485,33.740695,-111.790748
486,33.227268,-112.294024
487,33.368578,-111.737733
488,33.770247,-111.923428
489,33.734158,-112.106892
490,33.473394,-112.152113
491,33.57208,-112.294597
492,33.366429,-112.158717
493,33.312873,-112.217363
494,33.478219,-111.9327
495,33.412011,-112.200073
496,33.550194,-111.982822
497,33.246641,-111.94593
498,33.784637,-112.121175
499,33.791726,-112.278961
500,33.618897,-112.277648
501,33.521658,-112.284192
502,33.385717,-111.856525
503,33.688277,-112.109194
504,33.610839,-111.82222
505,33.29757,-112.04096
506,33.746556,-112.028201
507,33.693522,-111.99227
508,33.76988,-111.872181
509,33.635432,-112.135898
510,33.568049,-112.227048
511,33.450946,-111.966366
512,33.759637,-112.103813
513,33.719638,-112.034505
514,33.227131,-111.911832
515,33.21582,-112.003525
516,33.425878,-111.927833
517,33.686332,-111.97348
518,33.792366,-111.856122
519,33.29025,-111.876438
520,33.556478,-111.979486
521,33.428535,-111.892658
522,33.781949,-111.775864
523,33.705271,-112.040637
524,33.702997,-112.052342
525,33.481216,-111.841453
526,33.448892,-111.950468
527,33.364044,-112.257396
528,33.233825,-111.764733
529,33.718833,-112.28153
530,33.687741,-111.850962
531,33.799831,-111.844724
532,33.797982,-111.728133
533,33.533259,-112.267519
534,33.661392,-111.941886
535,33.766859,-112.043296
536,33.709788,-112.10162
537,33.348409,-112.245809
538,33.470326,-111.962408
539,33.277496,-112.012576
540,33.772431,-112.237267
541,33.563705,-111.932506
542,33.337186,-111.857228
543,33.60302,-111.839633
544,33.570877,-111.756776
545,33.414898,-112.054318
546,33.268135,-111.728156
547,33.602944,-111.780742
548,33.512185,-112.122099
549,33.663391,-112.20443
550,33.512098,-112.038766
551,33.711309,-112.058861
552,33.531144,-111.954568
553,33.536563,-111.949968
554,33.725992,-111.850008
555,33.44209,-111.994066
556,33.280409,-112.237106
557,33.21727,-111.785025
558,33.653082,-112.114141
559,33.572186,-111.717222
560,33.622448,-112.229284
561,33.327778,-111.725049
562,33.281823,-112.245393
563,33.208727,-112.161378
564,33.410353,-112.272052
565,33.553951,-111.876932
566,33.435346,-111.789821
567,33.462485,-112.039557
568,33.742495,-111.742887
569,33.408953,-111.945821
570,33.508394,-111.921996
571,33.670192,-111.792748
572,33.437926,-112.12192
573,33.573252,-112.087441
574,33.717418,-111.756429
575,33.769712,-111.759422
576,33.288244,-111.71411
577,33.755953,-111.758897
578,33.49527,-112.223577
579,33.354947,-111.805765
580,33.475481,-112.054097
581,33.78802,-111.705519
582,33.495571,-112.016631
583,33.397251,-111.967698
584,33.580041,-111.982135
585,33.344087,-112.106958
586,33.245518,-112.254987
587,33.277328,-111.762609
588,33.276828,-111.818395
589,33.291142,-112.216284
590,33.283296,-111.833939
591,33.584525,-111.924492
592,33.309128,-112.054514
593,33.4074,-112.147587
594,33.738073,-111.784163
595,33.484377,-111.879887
596,33.600535,-111.971356
597,33.303392,-111.934259
598,33.315373,-112.24536
599,33.224521,-112.015648
600,33.301361,-112.18378
601,33.367154,-112.17497
602,33.306206,-111.903218
603,33.253222,-111.753246
604,33.272382,-112.057746
605,33.476467,-112.17535
606,33.3238,-111.910752
607,33.418562,-111.777288
608,33.50205,-111.851009
609,33.614237,-111.778746
610,33.223587,-111.978067
611,33.679646,-111.848874
612,33.57674,-112.215961
613,33.249055,-112.091035
614,33.724147,-112.066271
615,33.752523,-111.993223
616,33.236647,-111.742554
617,33.366127,-111.775422
618,33.683721,-112.219285
619,33.648956,-112.196326
620,33.310713,-112.085416
621,33.32561,-112.125554
622,33.422283,-111.931137
623,33.490714,-111.758334
624,33.570953,-111.722625
625,33.421348,-111.907838
626,33.477521,-111.797104
627,33.648483,-111.984879
628,33.22201,-112.175004
629,33.351462,-111.985187
630,33.62801,-111.96695
631,33.737124,-111.854525
632,33.507006,-112.16807
633,33.519268,-112.079014
634,33.264303,-112.081584
635,33.468447,-111.724336
636,33.51957,-112.033633
637,33.345482,-111.846944
638,33.361546,-111.849513
639,33.42637,-112.140673
640,33.212043,-111.956878
641,33.393247,-111.763418
642,33.326869,-112.014881
643,33.396498,-111.732929
644,33.271857,-112.171325
645,33.734316,-112.255505
646,33.556155,-111.765128
647,33.607461,-111.791391
648,33.673503,-111.704446
649,33.499065,-111.892364
650,33.252152,-111.737987
651,33.522264,-111.803831
652,33.552105,-111.793344
653,33.647264,-111.958515
654,33.458996,-112.070581
655,33.276548,-111.739265
656,33.370266,-112.04073
657,33.417849,-111.976708
658,33.58755,-112.032331
659,33.542467,-111.961109
660,33.413658,-112.017697
661,33.791909,-112.271219
662,33.563465,-111.770771
663,33.342336,-112.033364
664,33.261069,-111.946634
665,33.291715,-112.216487
666,33.347575,-112.297967
667,33.296409,-112.152826
668,33.31194,-111.877248
669,33.371057,-112.240483
670,33.304024,-111.754668
671,33.738059,-112.170986
672,33.24814,-112.177244
673,33.514707,-112.191095
674,33.446238,-112.291611
675,33.789427,-111.836917
676,33.267223,-111.774979
677,33.438713,-111.931502
678,33.781682,-112.18708
679,33.719304,-112.128833
680,33.690243,-112.014444
681,33.354742,-111.727392
682,33.302533,-112.151589
683,33.601186,-111.861012
684,33.757626,-112.036331
685,33.534058,-112.121292
686,33.542968,-112.02645
687,33.367987,-112.257276
688,33.661696,-111.820788
689,33.312226,-112.154019
690,33.394208,-111.864753
691,33.455262,-112.258991
692,33.504566,-111.726941
693,33.345446,-112.184191
694,33.268902,-111.770355
695,33.566372,-111.814316
696,33.373178,-111.719284
697,33.548743,-112.013266
698,33.292618,-111.863562
699,33.488684,-112.077574
700,33.519554,-112.189379
701,33.231094,-112.034154
702,33.401963,-112.200551
703,33.280649,-111.710773
704,33.238025,-112.242252
705,33.793976,-111.946473
706,33.393412,-111.924122
707,33.685925,-111.977152
708,33.352784,-111.902688
709,33.608902,-112.230292
710,33.656137,-111.966989
711,33.557383,-112.127672
712,33.482946,-111.735894
713,33.447105,-111.842757
714,33.409321,-111.716491
715,33.757717,-112.277466
716,33.698372,-112.12892
717,33.779016,-112.182746
718,33.274578,-112.293307
719,33.63852,-112.154605
720,33.763004,-111.892734
721,33.30874,-112.161347
722,33.239898,-111.994598
723,33.644672,-111.767309
724,33.544684,-111.883745
725,33.705097,-112.063223
726,33.283863,-112.076519
727,33.67716,-112.026559
728,33.320976,-112.193775
729,33.298194,-111.9196
730,33.298559,-112.081508
731,33.688745,-111.788581
732,33.599118,-111.846068
733,33.513839,-111.933692
734,33.415298,-112.081479
735,33.72632,-112.174041
736,33.435467,-111.834309
737,33.68996,-112.008155
738,33.463481,-112.16515
739,33.426167,-112.182895
740,33.477608,-112.200759
741,33.380827,-111.833703
742,33.648566,-112.162608
743,33.501632,-111.984015
744,33.339328,-112.029072
745,33.739745,-111.952233
746,33.430335,-111.773707
747,33.526132,-111.779352
748,33.743883,-112.029354
749,33.574543,-112.29078
750,33.270139,-112.044134
751,33.763899,-111.936284
752,33.576625,-111.965341
753,33.400943,-111.909198
754,33.283563,-112.207555
755,33.676415,-111.912079
756,33.572044,-112.190409
757,33.520077,-111.849686
758,33.736336,-112.096547
759,33.673158,-111.874063
760,33.291005,-112.271281
761,33.387033,-112.055284
762,33.349093,-111.876979
763,33.646368,-112.163878
764,33.220119,-111.822828
765,33.541934,-111.921532
766,33.657475,-111.947463
767,33.726059,-112.087871
768,33.405249,-112.010529
769,33.692754,-111.94159
770,33.266379,-112.016523
771,33.707871,-111.881012
772,33.276493,-112.039782
773,33.438372,-112.178636
774,33.678377,-112.17164
775,33.28995,-112.296518
776,33.337551,-112.119425
777,33.633352,-111.850649
778,33.632022,-111.823502
779,33.584689,-112.178519
780,33.616369,-111.724574
781,33.525635,-111.998558
782,33.351079,-111.749813
783,33.407418,-111.875941
784,33.308959,-111.86654
785,33.74507,-112.248974
786,33.550035,-112.168005
787,33.440511,-112.294711
788,33.477203,-111.870323
789,33.76837,-112.093337
790,33.292011,-111.828008
791,33.551738,-112.096638
792,33.503533,-111.8084
793,33.566873,-112.221581
794,33.210866,-112.195976
795,33.723274,-112.095474
796,33.759271,-112.054908
797,33.53908,-112.090778
798,33.61799,-111.841812
799,33.7535,-112.241829
800,33.624343,-112.08927
801,33.291523,-111.797656
802,33.545773,-112.259922
803,33.564029,-111.734594
804,33.454478,-111.70821
805,33.641867,-112.246859
806,33.76062,-112.125236
807,33.755341,-112.07656
808,33.470504,-111.834165
809,33.267943,-111.942444
810,33.790905,-111.913381
811,33.703339,-111.845494
812,33.274798,-112.229213
813,33.752505,-111.800074
814,33.721938,-111.876628
815,33.511303,-111.953595
816,33.554765,-111.766159
817,33.439402,-111.879816
818,33.232857,-112.17898
819,33.401118,-112.042153
820,33.681712,-112.003574
821,33.202779,-112.266869
822,33.4001,-111.727217
823,33.438901,-112.222854
824,33.522437,-111.881523
825,33.751913,-111.996261
826,33.407808,-112.284621
827,33.408172,-111.745152
828,33.642501,-111.788898
829,33.471331,-111.985445
830,33.334763,-112.162635
831,33.471464,-112.227026
832,33.284514,-112.081965
833,33.305832,-112.146743
834,33.499021,-111.995985
835,33.451355,-111.720154
836,33.748908,-111.955028
837,33.417436,-111.766041
838,33.548353,-111.909473
839,33.579359,-112.014852
840,33.207857,-111.787235
841,33.598122,-112.017179
842,33.306822,-111.778823
843,33.776642,-112.125054
844,33.289198,-112.222712
845,33.448774,-111.786811
846,33.25121,-111.947551
847,33.798125,-111.766545
848,33.501317,-111.737304
849,33.557231,-112.267823
850,33.240246,-111.999418
851,33.649976,-112.075021
852,33.325943,-111.924485
853,33.738833,-111.823845
854,33.323084,-112.131646
855,33.314413,-111.965921
856,33.22193,-111.874763
857,33.48324,-112.219341
858,33.538905,-111.81156
859,33.239425,-111.936334
860,33.665317,-111.730278
861,33.471973,-112.096283
862,33.514634,-112.235112
863,33.464458,-111.996099
864,33.440458,-112.248514
865,33.535784,-111.718284
866,33.293144,-112.276789
867,33.309157,-111.847898
868,33.717071,-111.984939
869,33.767669,-112.078828
870,33.423986,-112.260495
871,33.362447,-111.9267
872,33.5864,-111.948868
873,33.445241,-112.13147
874,33.215232,-111.753867
875,33.293692,-112.117534
876,33.629583,-112.030165
877,33.595354,-111.973743
878,33.216258,-112.239861
879,33.333183,-111.740703
880,33.338645,-112.075278
881,33.603136,-112.251532
882,33.211826,-112.067625
883,33.262465,-111.939878
884,33.67995,-111.991808
885,33.307127,-111.883275
886,33.591648,-112.26671
887,33.34291,-112.129276
888,33.259665,-111.808462
889,33.345903,-112.252064
890,33.63336,-111.786708
891,33.713418,-112.244862
892,33.698132,-111.799327
893,33.43831,-112.083527
894,33.600851,-111.932675
895,33.322991,-112.208268
896,33.375889,-112.260299
897,33.737801,-112.170437
898,33.207801,-112.223288
899,33.251305,-112.112556
900,33.324732,-111.99137
901,33.215919,-111.946744
902,33.308861,-111.826079
903,33.549825,-111.906256
904,33.452855,-111.934745
905,33.735603,-112.052931
906,33.690466,-112.015715
907,33.40509,-112.051288
908,33.355654,-111.7947
909,33.427815,-112.162
910,33.554177,-112.296567
911,33.360838,-111.909208
912,33.574489,-112.178523
913,33.445647,-111.765931
914,33.531228,-111.784572
915,33.461676,-112.253964
916,33.376679,-112.236167
917,33.769072,-112.002897
918,33.658163,-111.934466
919,33.284068,-112.135055
920,33.721081,-111.869921
921,33.492459,-111.94305
922,33.736731,-112.105106
923,33.679913,-112.284777
924,33.455128,-111.84991
925,33.213482,-112.171148
926,33.361206,-111.799316
927,33.524981,-112.047826
928,33.580087,-111.953754
929,33.354733,-111.776231
930,33.283614,-111.781826
931,33.700958,-112.077088
932,33.790641,-112.174667
933,33.515414,-111.834912
934,33.303008,-112.040152
935,33.363384,-112.184775
936,33.211034,-111.757345
937,33.748579,-112.181137
938,33.270651,-112.284516
939,33.54591,-112.287832
940,33.364433,-111.926611
941,33.532507,-111.902995
942,33.590852,-112.113375
943,33.697845,-112.107993
944,33.323853,-112.096304
945,33.206597,-111.891905
946,33.282131,-112.26512
947,33.740011,-111.74253
948,33.724334,-112.166487
949,33.558448,-111.700196
950,33.56031,-112.197086
951,33.599022,-111.837072
952,33.305223,-112.165952
953,33.748647,-112.251492
954,33.451262,-111.77504
955,33.429883,-111.784749
956,33.511351,-112.057858
957,33.22818,-111.878562
958,33.29977,-111.96576
959,33.64282,-111.788226
960,33.249679,-112.110966
961,33.561891,-111.985797
962,33.347209,-112.008777
963,33.433577,-112.087657
964,33.373216,-111.765127
965,33.413404,-112.200473
966,33.631428,-112.210295
967,33.378273,-111.953854
968,33.539843,-111.905503
969,33.48563,-112.183228
970,33.598203,-112.06557
971,33.762098,-111.732062
972,33.639543,-112.15203
973,33.328964,-111.898984
974,33.21871,-111.85591
975,33.357358,-112.031123
976,33.557047,-111.737484
977,33.230855,-111.858006
978,33.49782,-112.025245
979,33.558106,-111.958399
980,33.400546,-111.884432
981,33.662547,-111.944686
982,33.263959,-111.772781
983,33.245083,-112.085867
984,33.636913,-112.120069
985,33.497295,-112.171697
986,33.613041,-112.27733
987,33.460896,-112.274192
988,33.347841,-111.777967
989,33.691461,-111.892964
990,33.67965,-111.903681
991,33.616818,-111.931214
992,33.363287,-111.790469
993,33.554138,-112.01184
994,33.416584,-111.777754
995,33.254949,-112.084333
996,33.750388,-111.743975
997,33.282091,-111.880806
998,33.770142,-112.145694
999,33.467603,-111.961549
1000,33.31108,-111.980182
1001,33.525141,-112.217261
1002,33.723768,-111.945254
1003,33.639335,-112.111129
1004,33.683937,-112.268591
1005,33.59527,-111.730806
1006,33.615366,-111.915106
1007,33.709517,-111.773849
1008,33.349801,-111.894366
1009,33.493655,-112.08581
1010,33.332726,-111.992387
1011,33.792601,-111.894552
1012,33.766436,-111.723849
1013,33.223656,-112.147798
1014,33.623345,-111.775014
1015,33.755149,-111.745553
1016,33.308345,-111.897751
1017,33.540767,-111.74124
1018,33.749293,-112.061273
1019,33.220368,-111.72819
1020,33.618452,-111.87833
1021,33.378409,-112.274797
1022,33.754638,-111.755876
1023,33.782635,-112.009316
1024,33.76656,-112.023804
1025,33.484529,-111.96012
1026,33.717226,-112.210369
1027,33.70673,-112.0185
1028,33.39146,-111.801324
1029,33.697349,-112.290711
1030,33.222205,-112.13625
1031,33.557762,-112.298527
1032,33.338005,-112.050573
1033,33.27234,-111.863011
1034,33.246172,-111.820737
1035,33.617773,-111.732886
1036,33.403925,-111.934897
1037,33.63486,-112.147224
1038,33.239214,-111.745511
1039,33.389174,-111.834811
1040,33.523695,-111.955343
1041,33.674434,-111.882616
1042,33.391252,-111.74541
1043,33.575535,-111.872564
1044,33.731587,-112.078975
1045,33.569518,-111.872183
1046,33.339776,-112.275833
1047,33.21464,-112.068151
1048,33.722059,-112.056206
1049,33.212762,-112.199897
1050,33.724821,-112.286149
1051,33.517362,-112.219971
1052,33.763441,-111.907227
1053,33.67927,-111.818627
1054,33.79876,-111.707078
1055,33.410427,-112.092182
1056,33.660313,-111.940372
1057,33.441159,-111.737713
1058,33.487925,-112.199775
1059,33.576503,-111.869413
1060,33.724206,-111.847013
1061,33.79045,-112.246615
1062,33.660964,-111.78325
1063,33.45066,-111.812137
1064,33.452814,-112.279958
1065,33.642549,-112.245349
1066,33.343266,-112.270524
1067,33.266284,-112.099154
1068,33.412773,-111.994427
